Sequence_ID	Predicted_Label
PF0066-C.g268	B
PF0066-C.g293	C
PF0066-C.g303	C
PF0066-C.g421	B
PF0066-C.g334	B
PF0066-C.g359	B
PF0066-C.g371	A
PF0066-C.g397	B
PF0066-C.g407	B
PF0701-C.g2528	A
PF0701-C.g2261	A
PF0701-C.g3480	A
PF0701-C.g3674	A
PF0701-C.g775	B
PF0701-C.g192	B
PF0701-C.g1561	A
PF0701-C.g1448	A
PF0701-C.g1697	A
PF0701-C.g1771	B
PF0701-C.g1737	A
PF0701-C.g2013	A
PF0701-C.g2075	A
PF0701-C.g1917	B
PF0701-C.g2158	B
PF0701-C.g2205	A
PF0701-C.g2260	C
PF0701-C.g2321	C
PF0701-C.g2370	B
PF0701-C.g2418	B
PF0701-C.g2527	B
PF0701-C.g2183	A
PF0701-C.g2345	A
PF0701-C.g2573	C
PF0701-C.g2631	B
PF0701-C.g2686	A
PF0701-C.g2928	B
PF0701-C.g2830	A
PF0701-C.g2644	B
PF0701-C.g2907	A
PF0701-C.g1080	B
PF0701-C.g3005	B
PF0701-C.g3031	B
PF0701-C.g3075	B
PF0701-C.g3160	B
PF0701-C.g3220	A
PF0701-C.g3318	C
PF0701-C.g2470	B
PF0701-C.g3260	B
PF0701-C.g3282	B
PF0701-C.g3300	B
PF0701-C.g3374	B
PF0701-C.g3395	B
PF0701-C.g1833	A
PF0701-C.g3408	B
PF0701-C.g3497	B
PF0701-C.g3515	B
PF0701-C.g3052	B
PF0701-C.g2781	B
PF0701-C.g3532	B
PF0701-C.g3568	B
PF0701-C.g3639	B
PF0701-C.g3673	B
PF0701-C.g35	B
PF0701-C.g16	A
PF0701-C.g93	B
PF0701-C.g2554	B
PF0701-C.g112	B
PF0701-C.g128	B
PF0701-C.g3655	B
PF0701-C.g73	C
PF0701-C.g497	B
PF0701-C.g55	B
PF0701-C.g528	B
PF0701-C.g3615	B
PF0701-C.g398	B
PF0701-C.g168	B
PF0701-C.g742	E
PF0701-C.g618	B
PF0701-C.g3551	B
PF0701-C.g860	B
PF0701-C.g758	A
PF0701-C.g946	A
PF0701-C.g931	B
PF0701-C.g189	C
PF0701-C.g917	A
PF0701-C.g1034	E
PF0701-C.g513	B
PF0701-C.g1793	A
PF0701-C.g2139	B
PF0701-C.g1196	C
PF0701-C.g1338	A
PF0701-C.g2983	A
PF0701-C.g2233	B
PF0701-C.g1447	C
PF0701-C.g2599	B
PF0701-C.g1795	A
PF0701-C.g248	C
PF0701-C.g1354	C
PF0701-C.g1624	E
PF0701-C.g2600	B
PF0701-C.g788	B
PF0701-C.g236	B
PF0701-C.g1429	B
PF0701-C.g1293	E
PF0701-C.g296	B
PF0701-C.g2498	A
PF0703-C.g528	A
PF0703-C.g821	B
PF0703-C.g824	E
PF0262-C.g686	C
PF0262-C.g687	B
PF0262-C.g179	B
PF0262-C.g168	C
PF0262-C.g701	B
PF0262-C.g698	B
PF0262-C.g697	B
PF0262-C.g699	B
PF0262-C.g700	A
PF0262-C.g689	B
PF0262-C.g702	B
PF0262-C.g709	B
PF0262-C.g703	C
PF0262-C.g704	B
PF0262-C.g710	B
PF0262-C.g711	B
PF0262-C.g712	C
PF0262-C.g713	B
PF0262-C.g714	B
PF0262-C.g715	B
PF0262-C.g718	B
PF0262-C.g670	B
PF0262-C.g716	C
PF0262-C.g717	B
PF0262-C.g3	B
PF0262-C.g4	B
PF0262-C.g6	B
PF0262-C.g7	B
PF0262-C.g5	B
PF0262-C.g8	B
PF0262-C.g13	B
PF0262-C.g12	B
PF0262-C.g19	A
PF0262-C.g27	B
PF0262-C.g79	A
PF0262-C.g688	B
PF0262-C.g32	C
PF0262-C.g37	B
PF0262-C.g30	A
PF0262-C.g31	C
PF0262-C.g192	B
PF0262-C.g672	A
PF0262-C.g68	A
PF0262-C.g100	B
PF0262-C.g44	B
PF0262-C.g80	A
PF0262-C.g210	B
PF0262-C.g367	B
PF0262-C.g666	B
PF0262-C.g88	B
PF0262-C.g90	B
PF0262-C.g693	B
PF0262-C.g96	B
PF0262-C.g641	C
PF0262-C.g366	B
PF0262-C.g97	B
PF0262-C.g680	B
PF0262-C.g102	A
PF0262-C.g83	A
PF0262-C.g106	B
PF0262-C.g116	B
PF0262-C.g110	A
PF0262-C.g99	B
PF0262-C.g124	C
PF0262-C.g130	B
PF0262-C.g131	A
PF0262-C.g134	A
PF0262-C.g132	C
PF0262-C.g133	B
PF0262-C.g596	A
PF0262-C.g136	B
PF0262-C.g137	A
PF0262-C.g141	C
PF0262-C.g94	B
PF0262-C.g151	B
PF0262-C.g150	B
PF0262-C.g684	B
PF0262-C.g158	B
PF0262-C.g156	C
PF0262-C.g165	B
PF0262-C.g185	B
PF0262-C.g194	C
PF0263-C.g371	A
PF0263-C.g462	A
PF0263-C.g485	C
PF0263-C.g511	A
PF0263-C.g36	A
PF0263-C.g202	A
PF0263-C.g74	A
PF0263-C.g121	A
PF0263-C.g19	A
PF0263-C.g146	B
PF0263-C.g191	A
PF0263-C.g228	B
PF0263-C.g240	B
PF0263-C.g104	B
PF0263-C.g261	B
PF0263-C.g287	B
PF0263-C.g301	B
PF0263-C.g318	B
PH0830-C.g707	B
PH0830-C.g722	B
PH0830-C.g677	B
PH0830-C.g741	B
PH0830-C.g804	B
PH0830-C.g593	A
PH0830-C.g833	B
PH0830-C.g503	C
PH0830-C.g840	B
PH0830-C.g841	C
PH0830-C.g37	B
PH0830-C.g43	B
PH0831-C.g172	E
PH0831-C.g575	A
PH0831-C.g552	B
PH0831-C.g654	A
PH0831-C.g23	A
PH0831-C.g39	B
PH0831-C.g74	B
PH0831-C.g107	C
PH0831-C.g123	A
PH0831-C.g93	C
PH0831-C.g170	B
PH0831-C.g187	C
PH0831-C.g198	C
PH0831-C.g212	B
PH0831-C.g229	B
PH0831-C.g264	B
PH0831-C.g293	C
PH0831-C.g343	B
PH0831-C.g279	A
PH0831-C.g310	B
PH0831-C.g388	B
PH0831-C.g378	C
PH0831-C.g429	B
PH0831-C.g524	B
PH0831-C.g437	B
PH0831-C.g150	C
PH0831-C.g452	B
PH0831-C.g479	B
PH0831-C.g486	A
PH0831-C.g498	B
PH0831-C.g510	B
PH0831-C.g517	B
PH0831-C.g531	B
PH0831-C.g538	C
PH0831-C.g539	B
PH0831-C.g540	B
PH0831-C.g491	B
PH0831-C.g564	A
PH0831-C.g565	A
PH0831-C.g444	A
PH0831-C.g594	C
PH0831-C.g652	C
PH0831-C.g22	B
PH0831-C.g24	C
PH0832-C.g485	A
PH0832-C.g686	A
PH0832-C.g706	B
PH0832-C.g738	A
PH0832-C.g194	A
PH0832-C.g39	B
PH0832-C.g75	A
PH0832-C.g95	E
PH0832-C.g17	A
PH0832-C.g107	B
PH0832-C.g226	C
PH0832-C.g259	C
PH0832-C.g291	B
PH0832-C.g304	A
PH0832-C.g316	B
PH0832-C.g359	A
PH0832-C.g372	C
PH0832-C.g141	C
PH0832-C.g384	B
PH0832-C.g341	C
PH0832-C.g456	B
PH0832-C.g484	B
PH0832-C.g654	C
PH0832-C.g497	B
PH0832-C.g533	C
PH0832-C.g545	B
PH0832-C.g538	B
PH0832-C.g552	B
PH0832-C.g575	B
PH0832-C.g567	C
PH0832-C.g591	B
PH0832-C.g614	B
PH0832-C.g631	B
PH0832-C.g645	B
PH0832-C.g658	B
PH0832-C.g682	B
PH0832-C.g687	B
PH0832-C.g671	B
PH0832-C.g713	B
PH0832-C.g522	B
PH0832-C.g653	C
PH0832-C.g240	B
PH0832-C.g756	B
PH0832-C.g2	B
PV0194-C.g25	B
PV0194-C.g29	B
PV0194-C.g27	B
PV0194-C.g26	A
PV0194-C.g28	B
PV0194-C.g30	B
PV0194-C.g31	B
PV0194-C.g32	A
PV0194-C.g33	B
PV0194-C.g38	B
PV0194-C.g39	A
PV0194-C.g40	B
PV0194-C.g41	B
PV0194-C.g43	A
PV0194-C.g44	B
PV0194-C.g47	B
PV0194-C.g48	B
PV0194-C.g53	B
PV0194-C.g54	B
PV0194-C.g57	B
PV0194-C.g58	C
PV0194-C.g62	B
PV0194-C.g68	B
PV0194-C.g70	B
PV0194-C.g72	C
PV0194-C.g73	B
PV0194-C.g74	B
PV0194-C.g75	B
PV0194-C.g77	B
PV0194-C.g79	C
PV0194-C.g82	C
PV0194-C.g85	B
PV0195-C.g1	A
PV0195-C.g2	B
PV0195-C.g4	A
PV0195-C.g5	A
PV0195-C.g10	E
PV0195-C.g12	B
PV0195-C.g14	B
PV0195-C.g13	C
PV0195-C.g16	B
PV0195-C.g18	A
PV0195-C.g17	A
PV0195-C.g19	B
PV0195-C.g20	B
PV0195-C.g23	B
PV0195-C.g27	B
PV0195-C.g28	C
PV0195-C.g29	A
PV0195-C.g30	B
PV0195-C.g31	B
PV0195-C.g32	B
PV0195-C.g33	B
PV0195-C.g34	B
PV0195-C.g38	A
PV0195-C.g39	B
PV0195-C.g40	B
PV0195-C.g41	C
PV0195-C.g44	B
PV0195-C.g45	B
PV0195-C.g46	B
PV0195-C.g48	A
PV0195-C.g47	C
PV0195-C.g49	B
PV0195-C.g51	A
PV0195-C.g52	B
PV0195-C.g53	B
PV0195-C.g55	B
PV0195-C.g57	C
PV0195-C.g65	B
PV0195-C.g66	B
PV0195-C.g67	B
PV0195-C.g68	B
PV0195-C.g69	B
PV0195-C.g75	B
PV0195-C.g76	B
PV0195-C.g77	B
PV0195-C.g80	B
PV0195-C.g79	B
PV0195-C.g81	C
PV0195-C.g92	C
PV0195-C.g97	B
PV0195-C.g105	B
PV0197-C.g8	A
PV0197-C.g10	A
PV0197-C.g11	A
PV0197-C.g12	A
PV0197-C.g18	A
PV0197-C.g19	B
PV0197-C.g70	B
PV0197-C.g71	B
PV0197-C.g78	C
PV0197-C.g85	B
PV0197-C.g90	B
PV0197-C.g87	B
PV0197-C.g91	C
PV0197-C.g97	B
PV0197-C.g100	B
PV0197-C.g102	B
PV0197-C.g107	A
PA0191-C.g627	B
PA0191-C.g626	B
PA0191-C.g563	B
PA0191-C.g1880	B
PA0191-C.g657	C
PA0191-C.g584	B
PA0191-C.g972	E
PA0191-C.g1245	A
PA0191-C.g679	B
PA0191-C.g484	B
PA0191-C.g688	B
PA0191-C.g692	B
PA0191-C.g693	B
PA0191-C.g707	C
PA0191-C.g702	C
PA0191-C.g703	C
PA0191-C.g709	B
PA0191-C.g712	A
PA0191-C.g720	C
PA0191-C.g725	B
PA0191-C.g1124	B
PA0191-C.g665	A
PA0191-C.g769	B
PA0191-C.g1548	B
PA0191-C.g1650	B
PA0191-C.g778	C
PA0191-C.g777	B
PA0191-C.g192	B
PA0191-C.g616	B
PA0191-C.g11	A
PA0191-C.g473	B
PA0191-C.g630	C
PA0193-C.g490	A
PA0193-C.g616	A
PA0193-C.g734	B
PA0193-C.g994	A
PA0193-C.g1024	C
PA0193-C.g33	A
PA0193-C.g56	A
PA0193-C.g76	B
PA0193-C.g94	A
PA0193-C.g149	A
PA0193-C.g184	A
PA0193-C.g205	B
PA0193-C.g219	B
PA0193-C.g234	C
PA0193-C.g288	A
PA0193-C.g253	A
PA0193-C.g302	B
PA0193-C.g317	A
PA0193-C.g330	B
PA0193-C.g344	B
PA0193-C.g363	B
PA0193-C.g422	B
PA0193-C.g376	C
PA0193-C.g448	B
PA0193-C.g462	E
PA0193-C.g489	B
PA0193-C.g516	B
PA0193-C.g474	B
PA0193-C.g502	B
PA0193-C.g112	E
PA0193-C.g435	B
PA0193-C.g567	C
PA0193-C.g581	B
PA0193-C.g615	B
PA0193-C.g630	B
PA0193-C.g553	B
PA0193-C.g541	A
PA0193-C.g641	B
PA0193-C.g649	C
PA0193-C.g674	B
PA0193-C.g699	B
PA0193-C.g709	B
PA0193-C.g722	B
PA0193-C.g733	B
PA0193-C.g749	B
PA0193-C.g742	B
PA0193-C.g758	B
PA0193-C.g764	C
PA0193-C.g782	B
PA0193-C.g775	B
PA0193-C.g789	B
PA0193-C.g809	B
PA0193-C.g832	B
PA0193-C.g823	B
PA0193-C.g853	B
PA0193-C.g839	B
PA0193-C.g605	B
PA0193-C.g890	B
PA0193-C.g594	B
PA0193-C.g898	B
PA0193-C.g909	B
PA0193-C.g803	B
PA0193-C.g1002	B
PA0193-C.g1009	B
PA0193-C.g1	B
PA0193-C.g2	B
PA0193-C.g12	B
PA0193-C.g13	A
PM0153-C.g810	A
PM0154-C.g1318	B
PM0154-C.g53	B
PM0154-C.g107	B
PM0154-C.g1184	B
PM0154-C.g427	B
PM0154-C.g447	C
PM0154-C.g261	C
PM0154-C.g155	B
PM0154-C.g636	B
PM0154-C.g234	B
PM0154-C.g257	C
PM0154-C.g803	C
PM0154-C.g600	C
PM0154-C.g1066	A
PM0154-C.g914	B
PM0154-C.g725	B
PM0154-C.g567	B
PM0154-C.g407	B
PM0154-C.g207	B
PM0156-C.g166	A
PM0156-C.g434	A
PM0156-C.g642	A
PM0156-C.g557	A
PM0156-C.g297	A
PM0156-C.g703	A
PM0156-C.g729	A
PM0156-C.g753	B
PM0156-C.g772	B
PM0156-C.g17	A
PM0156-C.g37	A
PM0156-C.g167	A
PM0156-C.g72	B
PM0156-C.g90	A
PM0156-C.g107	B
PM0156-C.g120	A
PM0156-C.g140	B
PM0156-C.g154	A
PM0156-C.g165	B
PM0156-C.g192	B
PM0156-C.g205	A
PM0156-C.g180	A
PM0156-C.g218	B
PM0156-C.g245	C
PM0156-C.g260	B
PM0156-C.g271	B
PM0156-C.g284	B
PM0156-C.g296	B
PM0156-C.g312	B
PM0156-C.g329	B
PM0156-C.g342	C
PM0156-C.g367	B
PM0156-C.g407	B
PM0156-C.g422	B
PM0156-C.g433	C
PM0156-C.g446	C
PM0156-C.g458	B
PM0156-C.g469	B
PM0156-C.g481	C
PM0156-C.g355	C
PM0156-C.g495	B
PM0156-C.g511	B
PM0156-C.g526	B
PM0156-C.g536	B
PM0156-C.g546	B
PM0156-C.g556	B
PM0156-C.g573	C
PM0156-C.g566	C
PM0156-C.g581	B
PM0156-C.g589	B
PM0156-C.g603	B
PM0156-C.g630	B
PM0156-C.g641	B
PM0156-C.g649	B
PM0156-C.g653	B
PM0156-C.g53	E
PM0156-C.g698	B
PM0156-C.g52	E
PM0156-C.g710	C
PM0156-C.g726	C
PM0156-C.g728	E
PM0156-C.g727	C
PM0156-C.g704	C
PM0156-C.g232	A
PM0156-C.g736	C
PM0156-C.g754	B
PM0156-C.g233	B
PM0157-C.g165	A
PM0157-C.g651	A
PM0157-C.g674	A
PM0157-C.g701	A
PM0157-C.g20	A
PM0157-C.g613	B
PM0157-C.g41	A
PM0157-C.g58	A
PM0157-C.g75	B
PM0157-C.g92	B
PM0157-C.g108	B
PM0157-C.g125	B
PM0157-C.g135	A
QG0209-C.g704	B
QG0209-C.g616	B
QG0209-C.g730	B
QG0209-C.g737	B
QG0209-C.g744	B
QG0209-C.g754	B
QG0209-C.g768	B
QG0209-C.g785	B
QG0209-C.g823	B
QG0209-C.g828	B
QG0209-C.g722	B
QG0209-C.g833	B
QG0209-C.g866	B
QG0209-C.g912	B
QG0209-C.g923	C
QG0209-C.g18	B
QG0209-C.g28	B
QG0209-C.g30	C
QG0209-C.g31	B
QG0209-C.g51	B
QG0209-C.g603	B
QG0209-C.g52	B
QG0209-C.g54	B
QG0209-C.g77	B
QG0209-C.g86	C
QG0209-C.g85	B
QG0211-C.g6298	A
QG0211-C.g6357	A
QG0211-C.g6607	A
QG0211-C.g43	C
QG0211-C.g494	B
QG0211-C.g1804	B
QG0212-C.g883	A
QG0212-C.g1167	B
QG0212-C.g717	A
QG0212-C.g1299	A
QG0212-C.g1549	A
QG0212-C.g1181	A
QG0212-C.g1655	A
QG0212-C.g279	A
QG0212-C.g406	C
QG0212-C.g424	A
QG0212-C.g486	B
QG0212-C.g369	B
QG0212-C.g1028	E
QG0212-C.g553	B
QG0212-C.g600	B
QG0212-C.g578	A
QG0212-C.g466	A
QG0212-C.g635	B
QG0212-C.g998	A
QG0212-C.g716	B
QG0212-C.g503	A
QG0212-C.g794	A
QG0212-C.g681	A
QG0212-C.g448	B
QG0212-C.g881	A
QG0212-C.g865	C
QG0212-C.g837	B
QG0212-C.g912	B
QG0212-C.g898	B
QG0212-C.g656	C
QG0212-C.g778	C
QG0212-C.g923	A
QG0212-C.g938	B
QG0212-C.g820	B
QG0212-C.g1041	B
QG0212-C.g1013	B
QG0212-C.g1100	C
QG0212-C.g1141	B
QG0212-C.g1166	C
QG0212-C.g1154	C
QG0212-C.g1218	B
QG0212-C.g1421	B
QG0212-C.g1242	B
QG0212-C.g1259	B
QG0212-C.g951	C
QG0212-C.g1298	B
QG0212-C.g1320	B
QG0212-C.g1310	B
QG0212-C.g1375	B
QG0212-C.g1385	B
QG0212-C.g1349	B
QG0212-C.g1396	C
QG0212-C.g1437	B
QG0212-C.g1444	C
QG0212-C.g1423	B
QG0212-C.g1454	B
QG0212-C.g1537	B
QG0212-C.g1504	B
QG0212-C.g1273	B
QG0212-C.g1466	B
QG0212-C.g1475	B
QG0212-C.g1489	C
QG0212-C.g1582	B
QG0212-C.g1592	B
QG0212-C.g1548	B
QG0212-C.g1559	B
QG0212-C.g1611	B
QG0212-C.g1625	B
PH0786-Cx.g172	B
PH0786-Cx.g319	B
PH0786-Cx.g392	B
PH0786-Cx.g404	C
PH0786-Cx.g96	B
PH0786-Cx.g429	B
PH0786-Cx.g470	E
PH0786-Cx.g442	B
PH0786-Cx.g455	B
PH0786-Cx.g518	C
PH0786-Cx.g530	B
PH0786-Cx.g481	C
PH0786-Cx.g541	B
PH0786-Cx.g555	B
PH0786-Cx.g588	B
PH0786-Cx.g601	B
PH0786-Cx.g580	A
PH0786-Cx.g634	B
PH0786-Cx.g77	A
PH0786-Cx.g662	B
PH0786-Cx.g674	B
PH0786-Cx.g567	B
PH0786-Cx.g687	B
PH0786-Cx.g332	B
PH0786-Cx.g713	B
PH0786-Cx.g615	B
PH0786-Cx.g627	B
PH0786-Cx.g824	A
PH0786-Cx.g915	B
PH0786-Cx.g958	B
PH0786-Cx.g651	B
PH0786-Cx.g876	C
PH0786-Cx.g980	E
PH0786-Cx.g975	B
PH0786-Cx.g1002	B
PH0786-Cx.g1005	C
PH0786-Cx.g1010	B
PH0786-Cx.g356	B
PH0786-Cx.g14	B
PH0786-Cx.g18	E
PH0786-Cx.g21	B
PH0786-Cx.g33	A
PH0788-C.g166	A
PH0788-C.g296	A
PH0788-C.g108	A
PH0788-C.g567	A
PH0788-C.g435	A
PH0788-C.g761	A
PH0788-C.g827	A
PH0788-C.g54	E
PH0788-C.g20	A
PH0788-C.g71	B
PH0788-C.g91	A
PH0788-C.g122	B
PH0788-C.g139	A
PH0788-C.g152	B
PH0788-C.g180	A
PH0788-C.g165	B
PH0788-C.g193	C
PH0788-C.g206	B
PH0788-C.g217	A
PH0788-C.g238	C
PH0788-C.g252	B
PH0788-C.g279	B
PH0788-C.g228	B
PH0788-C.g310	C
PH0788-C.g266	B
PH0788-C.g325	B
PH0788-C.g352	C
PH0788-C.g377	B
PH0788-C.g406	C
PH0788-C.g418	B
PH0788-C.g448	B
PH0788-C.g461	A
PH0788-C.g472	B
PH0788-C.g489	B
PH0788-C.g500	B
PH0788-C.g511	B
PH0788-C.g537	B
PH0788-C.g566	B
PH0788-C.g577	B
PH0788-C.g588	B
PH0788-C.g633	B
PH0788-C.g745	A
PH0788-C.g760	B
PH0788-C.g802	A
PH0788-C.g817	B
PH0788-C.g803	A
PH0788-C.g823	C
PH0788-C.g850	B
PH0788-C.g837	C
PH0788-C.g21	B
PH0789-C.g194	A
PH0789-C.g649	A
PH0789-C.g360	A
PH0789-C.g781	C
PH0789-C.g978	A
PH0789-C.g885	A
PH0789-C.g21	A
PH0789-C.g37	B
QG0267-C.g2998	E
QG0267-C.g452	B
QG0267-C.g442	B
QG0267-C.g445	B
QG0267-C.g487	B
QG0267-C.g500	B
QG0267-C.g552	B
QG0267-C.g494	B
QG0267-C.g553	B
QG0267-C.g557	C
QG0267-C.g554	B
QG0267-C.g555	B
QG0267-C.g556	B
QG0267-C.g558	B
QG0267-C.g615	B
QG0267-C.g616	B
QG0267-C.g620	B
QG0267-C.g675	B
QG0267-C.g638	B
QG0267-C.g2625	A
QG0267-C.g676	B
QG0267-C.g3268	B
QG0267-C.g685	A
QG0267-C.g2941	A
QG0267-C.g176	B
QG0267-C.g563	B
QG0267-C.g2969	B
QG0267-C.g1255	B
QG0267-C.g693	B
QG0267-C.g748	E
QG0267-C.g754	B
QG0267-C.g768	B
QG0267-C.g802	B
QG0267-C.g551	B
QG0267-C.g803	E
QG0267-C.g804	C
QG0267-C.g2554	A
QG0267-C.g813	A
QG0267-C.g3953	B
QG0267-C.g4062	B
QG0267-C.g2626	A
QG0267-C.g3553	B
QG0267-C.g1247	B
QG0267-C.g1259	B
QG0267-C.g1290	B
QG0267-C.g899	B
QG0267-C.g3554	B
QG0267-C.g34	B
QG0267-C.g1311	E
QG0267-C.g1364	B
QG0267-C.g1365	A
QG0267-C.g1373	C
QG0267-C.g562	C
QG0267-C.g1413	B
QG0267-C.g1414	A
QG0267-C.g1422	B
QG0267-C.g1453	B
QG0267-C.g1423	B
QG0267-C.g762	B
QG0267-C.g1291	B
QG0267-C.g70	B
QG0268-C.g2261	A
QG0268-C.g2292	B
QG0268-C.g2335	C
QG0268-C.g2899	B
QG0268-C.g2604	A
QG0268-C.g1918	A
QG0268-C.g2963	B
QG0268-C.g2698	B
QG0268-C.g1919	A
QG0268-C.g2924	B
QG0268-C.g2305	E
QG0268-C.g2366	B
QG0268-C.g3148	A
QG0268-C.g2911	A
QG0268-C.g2652	A
QG0268-C.g3401	B
QG0268-C.g2709	B
QG0268-C.g3187	B
QG0269-C.g217	A
QG0269-C.g374	A
QG0269-C.g811	A
QG0269-C.g509	A
QG0269-C.g624	B
QG0269-C.g717	B
QG0269-C.g780	B
QG0269-C.g833	B
QG0269-C.g32	B
QG0269-C.g54	A
QG0269-C.g95	A
QG0269-C.g160	B
QG0269-C.g178	B
QG0269-C.g216	B
QG0269-C.g255	B
QG0269-C.g303	C
QG0269-C.g315	B
QG0269-C.g77	C
QG0269-C.g373	B
QG0269-C.g392	C
QG0269-C.g409	B
PT0127-C.g666	B
PT0127-C.g689	B
PT0127-C.g1422	A
PT0127-C.g1734	B
PT0127-C.g1855	B
PT0127-C.g528	A
PT0127-C.g697	B
PT0127-C.g707	A
PT0127-C.g708	B
PT0127-C.g1780	B
PT0127-C.g656	B
PT0127-C.g743	C
PT0127-C.g735	B
PT0129-C.g511	A
PT0129-C.g645	A
PT0129-C.g722	A
PT0129-C.g830	A
PT0129-C.g86	C
PT0129-C.g855	A
PT0129-C.g816	A
PT0129-C.g107	A
PT0129-C.g146	A
PT0129-C.g183	A
PT0129-C.g216	B
PT0129-C.g245	E
PT0129-C.g375	C
PT0129-C.g234	A
PT0129-C.g283	B
PT0129-C.g303	B
PT0129-C.g332	E
PT0129-C.g403	B
PT0129-C.g428	A
PT0129-C.g443	B
PT0129-C.g359	A
PT0129-C.g343	B
PT0129-C.g416	B
PT0129-C.g536	B
PT0129-C.g549	B
PT0129-C.g562	B
PT0129-C.g470	B
PT0129-C.g510	B
PT0129-C.g522	B
PT0129-C.g634	B
PT0129-C.g622	C
PT0129-C.g655	C
PT0129-C.g675	B
PT0129-C.g667	B
PT0129-C.g682	B
PT0129-C.g736	B
PT0129-C.g740	C
PT0129-C.g751	B
PT0129-C.g765	B
PT0129-C.g715	C
PT0129-C.g781	B
PT0129-C.g792	B
PT0129-C.g745	B
PT0129-C.g803	B
PT0129-C.g805	B
PT0129-C.g692	B
PT0129-C.g806	B
PT0129-C.g807	B
PT0129-C.g663	B
PT0129-C.g494	B
PT0129-C.g721	B
PT0129-C.g817	B
PT0129-C.g818	B
PT0129-C.g820	B
PT0129-C.g819	B
PT0129-C.g829	B
PT0129-C.g828	B
PT0129-C.g831	B
PT0129-C.g804	B
PT0129-C.g837	C
PT0129-C.g11	A
PT0129-C.g10	C
PT0129-C.g21	B
PT0129-C.g67	C
PT0129-C.g61	B
PT0129-C.g98	B
PT0129-C.g99	B
PT0129-C.g119	B
PT0130-C.g18	A
PT0130-C.g53	B
PT0130-C.g79	A
PT0130-C.g102	A
PT0130-C.g140	A
PT0130-C.g983	B
PT0130-C.g159	A
PT0130-C.g183	A
PT0130-C.g252	C
PT0130-C.g209	A
PT0130-C.g226	A
PT0130-C.g405	A
PT0130-C.g309	B
PT0130-C.g327	A
PT0130-C.g341	A
PT0130-C.g562	A
PT0130-C.g408	B
PT0130-C.g390	A
PT0130-C.g284	C
QG0196-C.g305	C
QG0196-C.g254	A
QG0196-C.g1111	A
QG0196-C.g275	A
QG0196-C.g276	A
QG0196-C.g423	B
QG0196-C.g436	B
QG0196-C.g488	A
QG0196-C.g529	B
QG0196-C.g605	C
QG0196-C.g157	A
QG0196-C.g630	B
QG0196-C.g682	B
QG0196-C.g411	B
QG0196-C.g710	B
QG0196-C.g826	B
QG0196-C.g814	B
QG0196-C.g839	B
QG0196-C.g853	B
QG0196-C.g864	B
QG0196-C.g915	C
QG0196-C.g927	B
QG0196-C.g904	B
QG0196-C.g941	B
QG0196-C.g754	B
QG0196-C.g1002	B
QG0196-C.g1027	B
QG0196-C.g989	B
QG0196-C.g1016	B
QG0196-C.g735	B
QG0196-C.g1052	B
QG0196-C.g1061	B
QG0196-C.g877	B
QG0196-C.g325	C
QG0196-C.g473	C
QG0196-C.g1079	B
QG0196-C.g892	B
QG0196-C.g1191	A
QG0196-C.g724	C
QG0196-C.g1226	B
QG0196-C.g75	A
QG0196-C.g966	C
QG0196-C.g665	E
QG0196-C.g770	C
QG0196-C.g1126	B
QG0196-C.g1250	B
QG0196-C.g502	C
QG0196-C.g1292	B
QG0196-C.g60	B
QG0196-C.g559	B
QG0196-C.g783	B
QG0196-C.g353	B
QG0196-C.g97	B
QG0196-C.g952	B
QG0196-C.g134	A
QG0196-C.g142	A
QG0196-C.g156	A
QG0196-C.g354	B
QG0196-C.g1266	C
QG0196-C.g173	B
QG0196-C.g1071	B
QG0197-C.g1756	A
QG0197-C.g1131	A
QG0197-C.g2012	A
QG0197-C.g261	B
QG0197-C.g374	A
QG0197-C.g478	B
QG0197-C.g576	A
QG0197-C.g669	A
QG0197-C.g2143	A
QG0197-C.g1306	A
QG0197-C.g954	A
QG0197-C.g986	B
QG0197-C.g830	A
QG0197-C.g1205	A
QG0197-C.g1078	A
QG0197-C.g1094	B
QG0197-C.g1044	A
QG0197-C.g1117	A
QG0197-C.g1130	A
QG0197-C.g928	A
QG0197-C.g1175	B
QG0197-C.g1188	B
QG0197-C.g1258	C
QG0197-C.g1272	B
QG0197-C.g1153	B
QG0197-C.g1305	B
QG0197-C.g1339	A
QG0197-C.g1392	B
QG0197-C.g1355	A
QG0197-C.g1406	A
QG0197-C.g1460	B
QG0197-C.g1556	C
QG0197-C.g1497	B
QG0197-C.g1543	A
QG0197-C.g1601	B
QG0197-C.g1673	B
QG0197-C.g1619	B
QG0197-C.g1644	B
QG0197-C.g1660	B
PM0103-C.g66	B
PM0103-C.g84	B
PM0103-C.g101	B
PM0103-C.g123	B
PM0103-C.g139	C
PM0103-C.g151	C
PM0103-C.g974	A
PM0103-C.g188	B
PM0103-C.g203	B
PM0103-C.g236	A
PM0103-C.g253	B
PM0103-C.g268	B
PM0103-C.g311	B
PM0103-C.g329	A
PM0103-C.g355	B
PM0103-C.g366	B
PM0103-C.g389	B
PM0103-C.g400	B
PM0103-C.g416	C
PM0103-C.g432	B
PM0103-C.g445	B
PM0103-C.g471	B
PM0103-C.g488	B
PM0103-C.g513	B
PM0103-C.g459	B
PM0103-C.g503	A
PM0103-C.g524	B
PM0103-C.g550	B
PM0103-C.g561	B
PM0103-C.g598	E
PM0103-C.g585	B
