Sequence_ID	Predicted_Label
QG0208-C.g978	B
QG0208-C.g1042	C
QG0208-C.g1109	B
QG0208-C.g1143	A
QG0208-C.g19	B
QG0208-C.g22	B
QG0208-C.g36	B
QG0208-C.g49	B
QG0208-C.g84	B
QG0209-C.g335	A
QG0209-C.g475	A
QG0209-C.g605	A
QG0209-C.g900	A
QG0209-C.g23	B
QG0209-C.g924	B
QG0209-C.g65	A
QG0209-C.g114	B
QG0209-C.g865	A
QG0209-C.g178	E
PM0153-C.g95	B
PM0153-C.g186	B
PM0153-C.g206	A
PM0153-C.g274	B
PM0153-C.g288	B
PM0153-C.g237	B
PM0153-C.g255	B
PM0153-C.g306	A
PM0153-C.g344	B
PM0153-C.g138	A
PM0153-C.g360	B
PM0153-C.g372	B
PM0153-C.g809	A
PM0153-C.g387	B
PM0153-C.g400	B
PM0153-C.g428	B
PM0153-C.g114	B
PM0153-C.g456	B
PM0153-C.g45	B
PM0153-C.g481	B
PM0153-C.g493	C
PM0153-C.g416	C
PM0153-C.g504	B
PM0153-C.g517	B
PM0153-C.g549	C
PM0153-C.g562	B
PM0153-C.g587	B
PM0153-C.g600	B
PM0153-C.g611	B
PM0153-C.g636	B
PM0153-C.g648	B
PM0153-C.g697	B
PM0153-C.g707	B
PM0153-C.g661	B
PM0153-C.g574	C
PM0153-C.g720	B
PM0153-C.g747	C
PM0153-C.g778	B
PM0153-C.g808	B
PM0153-C.g531	C
PM0153-C.g821	B
PM0153-C.g832	B
PM0153-C.g843	B
PM0153-C.g903	C
PM0153-C.g929	B
PM0153-C.g624	B
PM0153-C.g792	C
PM0153-C.g985	B
PM0153-C.g973	C
PM0153-C.g1056	B
PM0153-C.g469	A
PM0153-C.g1076	B
PM0153-C.g1065	C
PM0153-C.g1089	C
PM0153-C.g1119	B
PM0153-C.g1129	B
PM0153-C.g1098	B
PM0153-C.g1160	B
PM0153-C.g763	C
PM0153-C.g1174	B
PM0153-C.g1185	A
PM0153-C.g1198	A
PM0153-C.g892	B
PM0153-C.g37	A
PM0153-C.g441	C
PM0153-C.g40	C
PM0153-C.g43	B
PM0153-C.g74	B
PM0153-C.g1110	B
PM0153-C.g81	B
PM0153-C.g733	B
PM0153-C.g810	A
PM0156-C.g166	A
PM0156-C.g434	A
PM0156-C.g642	A
PM0156-C.g557	A
PM0156-C.g297	A
PM0156-C.g703	A
PM0156-C.g729	A
PM0156-C.g753	B
PM0156-C.g772	B
PM0156-C.g17	A
PM0156-C.g37	A
PM0156-C.g167	A
PM0156-C.g72	B
PM0156-C.g90	A
PM0156-C.g107	B
PM0156-C.g120	A
PM0156-C.g140	B
PM0156-C.g154	A
PM0156-C.g165	B
PM0156-C.g192	B
PM0156-C.g205	A
PM0156-C.g180	A
PM0156-C.g218	B
PM0156-C.g245	C
PM0156-C.g260	B
PM0156-C.g271	B
PM0156-C.g284	B
PM0156-C.g296	B
PA0232-C.g791	B
PA0232-C.g819	B
PA0232-C.g836	B
PA0232-C.g810	C
PA0232-C.g828	B
PA0232-C.g844	B
PA0232-C.g852	B
PA0232-C.g865	B
PA0232-C.g873	B
PA0232-C.g886	B
PA0232-C.g893	B
PA0232-C.g880	B
PA0232-C.g751	B
PA0232-C.g902	B
PA0232-C.g907	B
PA0232-C.g913	C
PA0232-C.g647	B
PA0232-C.g57	B
PA0232-C.g92	B
PA0237-C.g872	A
PA0237-C.g382	A
PA0237-C.g129	A
PA0237-C.g56	A
PA0237-C.g383	A
PA0237-C.g83	A
PA0237-C.g109	A
PA0237-C.g149	A
PA0237-C.g186	E
PA0237-C.g244	B
PA0237-C.g272	A
PA0237-C.g289	B
PA0237-C.g203	C
PA0237-C.g344	B
PA0237-C.g381	A
PA0237-C.g397	B
PA0237-C.g636	B
PA0237-C.g470	B
PA0237-C.g428	B
PA0237-C.g455	B
PA0237-C.g507	A
PA0237-C.g520	B
PA0237-C.g843	B
PA0237-C.g645	B
PA0237-C.g564	B
PA0237-C.g259	C
PA0237-C.g357	C
PA0237-C.g625	B
PA0237-C.g330	B
PA0237-C.g844	B
PA0237-C.g554	B
PA0237-C.g673	B
PA0237-C.g679	B
PA0237-C.g691	B
PA0237-C.g706	B
PA0237-C.g711	C
PA0237-C.g718	B
PA0237-C.g725	B
PA0237-C.g748	C
PA0237-C.g762	B
PA0237-C.g752	C
PA0237-C.g757	C
PA0237-C.g777	C
PA0237-C.g781	B
PA0237-C.g600	B
PA0237-C.g775	B
PA0237-C.g784	B
PA0237-C.g799	B
PA0237-C.g800	B
PA0237-C.g802	B
PA0237-C.g801	B
PA0237-C.g825	B
PA0237-C.g807	B
PA0237-C.g822	B
PA0237-C.g590	B
PA0237-C.g698	B
PA0237-C.g647	A
PA0237-C.g317	C
PA0237-C.g862	B
PA0237-C.g1	B
PA0237-C.g2	B
PA0237-C.g495	B
PA0237-C.g868	B
PA0237-C.g496	B
PA0245-C.g960	A
PA0245-C.g35	B
PA0245-C.g391	B
PA0245-C.g99	C
PA0245-C.g117	B
PA0245-C.g139	A
PA0245-C.g161	B
PA0245-C.g224	E
PA0245-C.g245	A
PA0245-C.g318	B
PA0245-C.g338	B
PA0245-C.g181	A
PA0245-C.g300	B
PA0245-C.g353	B
PA0245-C.g423	C
PA0245-C.g434	B
PA0245-C.g458	A
PD0553-C.g121	C
PD0553-C.g140	B
PD0553-C.g153	A
PD0553-C.g168	B
PD0553-C.g199	E
PD0553-C.g16	A
PD0553-C.g230	B
PD0553-C.g242	B
PD0553-C.g268	B
PD0553-C.g302	B
PD0553-C.g314	A
PD0553-C.g358	B
PD0553-C.g379	B
PD0553-C.g388	B
PD0553-C.g430	B
PD0553-C.g451	C
PD0553-C.g470	B
PD0553-C.g454	B
PD0553-C.g484	C
PD0553-C.g506	B
PD0553-C.g520	B
PD0553-C.g526	B
PD0553-C.g515	B
PD0553-C.g549	B
PD0553-C.g554	B
PD0553-C.g555	B
PD0553-C.g559	B
PD0553-C.g560	B
PD0553-C.g58	C
PD0553-C.g409	C
PD0553-C.g536	B
PD0553-C.g543	B
PD0553-C.g563	B
PD0553-C.g566	B
PD0553-C.g574	B
PD0553-C.g607	B
PD0553-C.g606	B
PD0553-C.g631	B
PD0553-C.g638	C
PD0553-C.g4	C
PD0553-C.g9	B
PD0553-C.g10	B
PD0553-C.g18	B
PD0554-C.g252	A
PD0554-C.g416	B
PD0554-C.g886	A
PD0554-C.g1307	A
PD0554-C.g68	A
PD0554-C.g141	E
PD0554-C.g159	B
PD0554-C.g595	C
PD0554-C.g213	B
PD0554-C.g233	B
PD0554-C.g265	A
PD0554-C.g309	C
PD0554-C.g398	B
PD0554-C.g415	B
PD0554-C.g451	A
PD0554-C.g365	B
PD0554-C.g1003	B
PD0554-C.g179	A
PD0554-C.g504	B
PD0554-C.g574	B
PD0554-C.g613	C
PD0554-C.g251	C
PD0554-C.g329	A
PD0554-C.g685	C
PD0554-C.g714	B
PD0554-C.g703	B
PD0554-C.g727	B
PD0554-C.g625	B
PD0554-C.g742	B
PD0554-C.g773	B
PD0554-C.g593	B
PD0554-C.g821	B
PD0554-C.g830	B
PD0554-C.g657	B
PD0554-C.g839	B
PD0554-C.g853	B
PD0554-C.g558	B
PD0554-C.g900	B
PD0554-C.g758	B
PD0554-C.g537	B
PD0554-C.g381	B
PD0554-C.g488	B
PD0554-C.g1227	C
PD0554-C.g434	B
PD0554-C.g1034	B
PD0554-C.g294	C
PD0554-C.g954	B
PD0554-C.g197	B
PD0554-C.g1060	B
PD0554-C.g640	B
PD0554-C.g349	B
PD0554-C.g783	B
PD0554-C.g1013	B
PD0554-C.g1158	C
PD0554-C.g1069	B
PD0554-C.g468	B
PD0554-C.g279	A
PA0044-C.g643	B
PA0044-C.g594	B
PA0044-C.g644	B
PA0044-C.g648	A
PA0044-C.g156	B
PA0044-C.g659	B
PA0044-C.g678	B
PA0044-C.g660	C
PA0044-C.g669	B
PA0044-C.g235	A
PA0044-C.g10	B
PA0044-C.g468	B
PA0044-C.g30	B
PA0044-C.g619	B
PA0044-C.g22	A
PA0044-C.g611	B
PA0044-C.g38	A
PA0044-C.g48	C
PA0044-C.g649	B
PA0044-C.g134	A
PA0044-C.g629	B
PA0044-C.g64	B
PA0044-C.g65	B
PA0045-C.g646	A
PA0045-C.g676	B
PA0045-C.g169	A
PA0045-C.g129	A
PA0045-C.g158	B
PA0045-C.g257	E
PA0045-C.g220	A
PA0045-C.g298	A
PA0045-C.g146	A
PA0045-C.g560	A
PA0045-C.g346	B
PA0045-C.g373	B
PA0045-C.g387	B
PA0045-C.g398	B
PA0045-C.g411	B
PA0045-C.g561	A
PA0045-C.g453	B
PA0045-C.g460	B
PA0045-C.g478	B
PA0045-C.g507	E
PA0045-C.g69	A
PA0045-C.g514	C
PA0045-C.g519	C
PA0045-C.g525	B
PA0045-C.g539	B
PA0045-C.g531	B
PA0045-C.g536	B
PA0045-C.g540	B
PA0045-C.g547	B
PA0045-C.g548	C
PA0045-C.g553	B
PA0045-C.g554	B
PA0045-C.g491	B
PA0045-C.g555	B
PA0045-C.g544	A
PA0045-C.g498	C
PA0045-C.g556	B
PA0045-C.g557	B
PA0045-C.g541	A
PA0045-C.g564	B
PA0045-C.g567	B
PA0045-C.g568	B
PA0045-C.g549	B
PA0045-C.g572	B
PA0045-C.g284	A
PA0045-C.g587	B
PA0045-C.g181	B
PA0045-C.g594	B
PA0045-C.g585	B
PA0045-C.g316	A
PA0045-C.g618	B
PA0045-C.g88	C
PA0045-C.g621	C
PA0045-C.g270	B
PA0045-C.g68	A
PA0045-C.g30	A
PA0046-C.g394	A
PA0046-C.g437	B
PA0046-C.g496	A
PA0046-C.g456	C
PA0046-C.g50	A
PA0046-C.g214	A
PA0046-C.g64	A
PA0046-C.g417	E
PA0046-C.g159	A
PA0046-C.g112	E
PA0046-C.g126	B
PA0046-C.g156	A
PA0046-C.g274	B
PA0046-C.g157	A
PA0046-C.g283	B
PA0046-C.g310	B
PA0046-C.g343	C
PA0046-C.g347	B
PA0046-C.g357	C
PA0046-C.g382	B
PA0046-C.g368	B
PM0114-C.g223	C
PM0114-C.g168	C
PM0114-C.g290	B
PM0114-C.g346	B
PM0114-C.g335	B
PM0114-C.g361	A
PM0114-C.g407	B
PM0114-C.g429	B
PM0114-C.g440	C
PM0114-C.g419	A
PM0114-C.g453	B
PM0114-C.g468	B
PM0114-C.g478	B
PM0114-C.g499	B
PM0114-C.g504	A
PM0114-C.g520	C
PM0114-C.g511	B
PM0114-C.g546	B
PM0114-C.g552	B
PM0114-C.g555	B
PM0114-C.g540	B
PM0114-C.g562	B
PM0114-C.g581	B
PM0114-C.g567	B
PM0114-C.g584	B
PM0114-C.g590	B
PM0114-C.g588	B
PM0114-C.g591	B
PM0114-C.g574	B
PM0114-C.g527	A
PM0114-C.g596	B
PM0114-C.g602	B
PM0114-C.g603	B
PM0114-C.g616	B
PM0114-C.g606	B
PM0114-C.g611	B
PM0114-C.g659	B
PM0114-C.g615	B
PM0114-C.g612	B
PM0114-C.g618	B
PM0114-C.g622	E
PM0114-C.g302	A
PM0114-C.g629	B
PM0114-C.g633	A
PM0114-C.g630	B
PM0114-C.g649	B
PM0114-C.g683	E
PM0114-C.g9	B
PM0114-C.g12	B
PM0114-C.g13	B
PM0114-C.g593	B
PM0114-C.g303	B
PM0115-C.g151	A
PM0115-C.g521	B
PM0115-C.g538	B
PM0115-C.g591	B
PM0115-C.g622	A
PM0115-C.g16	A
PM0115-C.g30	A
PM0115-C.g47	A
PM0115-C.g61	C
PM0115-C.g92	A
PM0115-C.g105	A
PM0115-C.g136	C
PM0115-C.g122	A
PM0115-C.g189	E
PM0115-C.g163	A
PM0115-C.g174	B
PM0115-C.g227	B
PM0115-C.g238	B
PM0115-C.g251	A
PM0115-C.g269	A
PM0115-C.g281	A
PM0115-C.g283	B
PM0115-C.g282	B
PM0115-C.g370	B
PM0115-C.g393	B
PM0115-C.g378	B
PM0115-C.g215	B
PM0115-C.g402	C
PM0115-C.g408	B
PM0115-C.g434	B
PM0115-C.g442	B
PM0115-C.g459	B
PM0115-C.g471	B
PM0115-C.g409	B
PM0115-C.g481	B
PM0115-C.g503	B
PM0115-C.g507	B
PM0115-C.g508	C
PM0115-C.g512	B
PM0115-C.g516	B
PM0115-C.g517	B
PM0115-C.g450	B
PM0115-C.g511	B
PM0115-C.g520	C
PM0115-C.g527	B
PM0115-C.g528	B
PM0115-C.g530	B
PM0115-C.g529	B
PF0737-C.g744	B
PF0737-C.g770	B
PF0737-C.g808	A
PF0737-C.g804	B
PF0737-C.g57	B
PF0737-C.g83	C
PF0737-C.g89	B
PF0737-C.g100	C
PF0737-C.g103	B
PF0754-C.g506	A
PF0754-C.g778	B
PF0754-C.g807	A
PF0754-C.g834	A
PF0754-C.g26	A
PF0754-C.g75	E
PF0754-C.g322	C
PF0754-C.g96	A
PF0754-C.g151	A
PF0754-C.g133	B
PF0754-C.g112	B
PF0754-C.g167	B
PF0754-C.g200	A
PF0754-C.g235	B
PF0754-C.g251	B
PF0754-C.g264	A
PF0754-C.g289	A
PF0754-C.g337	B
PF0754-C.g351	A
PF0754-C.g388	B
PF0754-C.g400	B
PF0754-C.g52	B
PF0754-C.g423	B
PF0754-C.g412	B
PF0754-C.g462	B
PF0754-C.g518	B
PF0754-C.g436	B
PF0754-C.g543	C
PF0754-C.g533	B
PF0754-C.g582	B
PF0754-C.g632	B
PF0754-C.g696	B
PF0754-C.g646	B
PF0754-C.g570	B
PF0754-C.g604	B
PF0754-C.g726	B
PF0754-C.g732	C
PF0754-C.g736	B
PF0754-C.g656	B
PF0754-C.g677	B
PF0754-C.g740	B
PF0754-C.g748	B
PF0754-C.g755	B
PF0754-C.g773	B
PF0754-C.g768	B
PF0754-C.g634	B
PF0754-C.g788	B
PF0754-C.g709	B
PF0754-C.g794	B
PF0754-C.g797	B
PF0754-C.g505	B
PF0754-C.g633	B
PF0754-C.g810	B
PF0754-C.g665	B
PF0754-C.g777	B
PF0754-C.g717	C
PF0754-C.g9	B
PF0754-C.g55	B
PF0754-C.g56	C
PF0754-C.g76	B
PF0754-C.g88	C
PF0782-C.g215	A
PF0782-C.g379	A
PF0782-C.g542	A
PF0782-C.g793	A
PF0782-C.g877	A
PF0782-C.g983	E
PF0782-C.g1008	B
PF0782-C.g29	A
PF0782-C.g66	A
PF0782-C.g83	A
PF0782-C.g124	B
PF0782-C.g962	A
PF0782-C.g147	B
PF0782-C.g180	B
PF0782-C.g196	C
PF0782-C.g162	B
PF0782-C.g273	B
PF0782-C.g288	B
PF0782-C.g214	A
PF0782-C.g299	B
PF0782-C.g256	A
PF0782-C.g353	A
PF0782-C.g378	B
PF0782-C.g483	C
PF0782-C.g484	C
PF0782-C.g424	B
PF0782-C.g453	B
PF0782-C.g407	B
PF0782-C.g513	A
PF0782-C.g558	B
PV0251-C.g33	A
PV0251-C.g34	A
PV0251-C.g35	A
PV0251-C.g37	C
PV0251-C.g38	C
PV0251-C.g39	C
PV0251-C.g42	B
PV0251-C.g45	B
PV0251-C.g47	A
PV0251-C.g48	B
PV0251-C.g50	B
PV0251-C.g51	C
PV0251-C.g52	A
PV0251-C.g53	A
PV0251-C.g56	A
PV0251-C.g54	B
PV0251-C.g57	B
PV0251-C.g61	C
PV0251-C.g66	B
PV0251-C.g70	B
PV0251-C.g72	B
PV0256-C.g1	A
PV0256-C.g4	E
PV0256-C.g2	A
PV0256-C.g5	A
PV0256-C.g6	A
PV0256-C.g7	A
PV0256-C.g10	A
PV0256-C.g8	A
PV0256-C.g9	A
PV0256-C.g11	A
PV0256-C.g12	A
PV0256-C.g13	A
PV0256-C.g14	B
PV0256-C.g15	A
PV0256-C.g16	C
PV0256-C.g18	B
PV0256-C.g19	B
PV0256-C.g20	B
PV0256-C.g21	B
PV0256-C.g24	B
PV0256-C.g22	B
PV0256-C.g23	B
PV0256-C.g25	B
PV0256-C.g26	B
PV0256-C.g29	B
PV0256-C.g30	C
PV0256-C.g31	B
PV0256-C.g32	B
PV0256-C.g33	B
PV0256-C.g34	C
PV0256-C.g35	B
PV0256-C.g36	B
PV0256-C.g38	B
PV0256-C.g37	B
PV0256-C.g40	B
PV0256-C.g43	B
PV0256-C.g41	B
PV0256-C.g42	C
PV0256-C.g44	C
PV0256-C.g45	A
PV0256-C.g47	C
PV0256-C.g48	B
PV0256-C.g49	B
PV0256-C.g50	B
PV0256-C.g51	B
PV0256-C.g53	B
PV0256-C.g54	B
PV0256-C.g52	C
PV0256-C.g55	B
PV0256-C.g56	C
PV0256-C.g57	C
PV0256-C.g58	B
PV0256-C.g59	B
PV0256-C.g60	B
PV0256-C.g63	B
PV0256-C.g62	B
PV0256-C.g61	B
PV0256-C.g64	B
PV0256-C.g66	B
PV0256-C.g69	B
PV0256-C.g67	B
PV0256-C.g65	B
PV0256-C.g70	B
PV0256-C.g71	B
PV0256-C.g72	B
PV0256-C.g73	C
PV0256-C.g74	C
PV0256-C.g75	B
PV0256-C.g76	B
PV0256-C.g78	B
PV0256-C.g79	B
PV0256-C.g81	C
PV0256-C.g80	B
PV0256-C.g84	B
PV0256-C.g87	C
PV0256-C.g105	A
PV0256-C.g106	A
PV0256-C.g107	B
PV0256-C.g110	C
PD0507-C.g780	B
PD0507-C.g784	C
PD0507-C.g781	B
PD0507-C.g785	B
PD0507-C.g27	B
PD0507-C.g791	B
PD0507-C.g800	A
PD0507-C.g28	B
PD0507-C.g19	B
PD0507-C.g43	B
PD0507-C.g98	C
PD0508-C.g4292	A
PD0508-C.g4401	A
PD0508-C.g4647	A
PD0508-C.g5150	A
PD0508-C.g5470	A
PD0508-C.g5823	B
PD0508-C.g5857	B
PD0508-C.g6019	B
PD0508-C.g4831	B
PD0508-C.g6108	C
PD0508-C.g1406	B
PD0508-C.g6312	E
PD0508-C.g6285	B
PD0508-C.g6230	E
PD0508-C.g6386	B
PD0508-C.g6472	B
PD0508-C.g6585	A
PD0508-C.g6604	A
PD0508-C.g5712	A
PD0508-C.g55	B
PD0508-C.g74	B
PD0508-C.g6445	A
PD0508-C.g412	B
PD0508-C.g2894	C
PD0508-C.g495	C
PD0508-C.g728	A
PD0508-C.g973	B
PD0508-C.g1138	B
PD0508-C.g1251	B
PD0508-C.g1386	B
PD0508-C.g995	C
PD0508-C.g1633	B
PD0508-C.g1706	B
PD0508-C.g1851	B
PD0508-C.g1944	B
PD0508-C.g2284	B
PD0508-C.g2366	B
PD0508-C.g2510	B
PD0508-C.g2525	B
PD0508-C.g2725	B
PD0508-C.g2763	B
PD0508-C.g2775	B
PD0508-C.g2885	B
PD0508-C.g2222	B
PD0508-C.g2923	B
PD0508-C.g3066	A
PD0508-C.g3567	B
PD0508-C.g3908	C
PD0508-C.g4191	B
PD0508-C.g4439	B
PD0508-C.g4502	B
PD0508-C.g4628	C
PD0508-C.g4762	A
PD0508-C.g4778	B
PD0508-C.g4892	B
PD0508-C.g4997	B
PD0509-Cx2.g561	B
PD0509-Cx2.g713	E
PD0509-Cx2.g855	C
PD0509-Cx2.g974	B
PD0509-Cx2.g402	B
PD0509-Cx2.g228	A
PD0509-Cx2.g1243	E
PD0509-Cx2.g82	A
PD0509-Cx2.g98	B
PD0509-Cx2.g135	B
PD0509-Cx2.g118	A
PD0509-Cx2.g948	B
PD0509-Cx2.g227	C
PD0509-Cx2.g252	B
PD0509-Cx2.g287	B
PD0509-Cx2.g359	B
PD0509-Cx2.g370	B
PD0509-Cx2.g671	B
PD0509-Cx2.g212	C
PD0509-Cx2.g401	B
PD0509-Cx2.g383	B
PD0509-Cx2.g417	A
PD0509-Cx2.g448	C
PD0509-Cx2.g482	B
PD0509-Cx2.g151	B
PD0509-Cx2.g302	B
PD0509-Cx2.g578	B
PD0509-Cx2.g613	A
PD0509-Cx2.g530	A
PD0509-Cx2.g639	B
PD0509-Cx2.g657	A
PD0509-Cx2.g269	B
PD0509-Cx2.g680	B
QG0187-C.g608	C
QG0187-C.g626	B
QG0187-C.g642	B
QG0187-C.g341	B
QG0187-C.g701	B
QG0187-C.g579	C
QG0187-C.g670	B
QG0187-C.g555	B
QG0187-C.g219	A
QG0187-C.g274	B
QG0187-C.g905	E
QG0187-C.g820	B
QG0187-C.g239	B
QG0187-C.g1139	A
QG0187-C.g883	B
QG0187-C.g1093	B
QG0187-C.g580	B
QG0187-C.g735	A
QG0187-C.g733	C
QG0187-C.g392	C
QG0187-C.g169	B
QG0187-C.g884	B
QG0187-C.g1049	B
QG0187-C.g222	A
QG0187-C.g203	C
QG0187-C.g435	B
QG0187-C.g952	B
QG0187-C.g376	B
QG0187-C.g292	B
QG0187-C.g510	B
QG0187-C.g892	B
QG0187-C.g938	B
QG0187-C.g1090	B
QG0187-C.g453	B
QG0187-C.g1075	B
QG0187-C.g1092	B
QG0187-C.g395	A
QG0187-C.g795	B
QG0190-C.g259	A
QG0190-C.g734	B
QG0190-C.g735	A
QG0190-C.g597	A
QG0190-C.g434	C
QG0190-C.g1165	A
QG0190-C.g1234	A
QG0190-C.g28	B
QG0190-C.g57	E
QG0190-C.g73	B
QG0190-C.g112	A
QG0190-C.g134	B
QG0190-C.g192	C
QG0190-C.g986	A
QG0190-C.g258	A
QG0190-C.g288	C
QG0190-C.g303	B
QG0190-C.g322	A
QG0190-C.g364	B
QG0190-C.g388	B
QG0190-C.g240	B
QG0190-C.g414	B
QG0190-C.g431	B
QG0190-C.g465	A
QG0190-C.g475	B
QG0190-C.g507	B
QG0190-C.g523	B
QG0190-C.g537	B
QG0190-C.g596	B
QG0190-C.g609	B
QG0190-C.g637	B
QG0190-C.g677	B
QG0190-C.g619	B
QG0190-C.g691	C
QG0190-C.g733	B
QG0190-C.g758	B
QG0190-C.g746	C
QG0190-C.g774	C
QG0190-C.g827	B
QG0190-C.g840	B
QG0190-C.g866	B
QG0190-C.g884	C
QG0190-C.g812	B
QG0190-C.g909	B
QG0190-C.g920	B
QG0190-C.g895	C
QG0190-C.g943	B
QG0190-C.g786	B
QG0190-C.g800	B
QG0190-C.g1004	B
QG0190-C.g1015	B
QG0190-C.g985	B
QG0190-C.g996	B
QG0190-C.g1047	C
QG0190-C.g976	B
QG0190-C.g1062	B
QG0190-C.g1057	B
QG0190-C.g954	B
QG0190-C.g1069	B
QG0190-C.g1074	B
QG0190-C.g1085	B
QG0190-C.g402	C
PA0203-C.g47	A
PA0203-C.g64	A
PA0203-C.g80	A
PA0203-C.g194	B
PA0203-C.g212	E
PA0203-C.g227	A
PA0203-C.g103	A
PA0203-C.g259	A
PA0203-C.g290	B
PA0203-C.g302	B
PA0203-C.g347	B
PA0203-C.g363	A
PA0203-C.g409	B
PA0203-C.g434	B
PA0203-C.g446	B
PA0203-C.g487	C
PA0203-C.g521	B
PA0203-C.g551	C
PA0203-C.g565	B
PA0203-C.g574	B
PA0203-C.g592	B
PA0203-C.g604	C
PA0203-C.g350	B
PA0203-C.g613	B
PA0203-C.g632	B
PA0203-C.g640	B
PA0203-C.g657	B
PA0203-C.g648	B
PA0203-C.g663	B
PA0203-C.g671	B
PA0203-C.g702	C
PA0203-C.g693	B
PA0203-C.g708	C
PA0203-C.g716	B
PA0203-C.g719	B
PA0203-C.g724	B
PA0203-C.g725	B
PA0203-C.g726	B
PA0203-C.g727	B
PA0203-C.g728	B
PA0203-C.g729	B
PA0203-C.g537	B
PA0203-C.g731	B
PA0203-C.g733	B
PA0203-C.g732	C
PA0203-C.g734	B
PA0203-C.g735	B
PA0203-C.g738	B
PA0203-C.g736	B
PA0203-C.g737	C
PA0203-C.g739	B
PA0203-C.g461	B
PA0203-C.g755	B
PA0203-C.g763	B
PA0203-C.g349	C
PA0203-C.g26	C
PA0204-C.g725	A
PA0204-C.g748	A
PA0204-C.g46	A
PA0204-C.g63	A
PA0204-C.g109	A
PA0204-C.g499	A
PA0204-C.g145	C
PA0204-C.g175	A
PA0204-C.g671	E
PA0204-C.g255	A
PA0204-C.g239	A
PA0204-C.g321	A
PA0204-C.g350	B
PA0204-C.g385	B
PA0204-C.g659	B
PA0204-C.g598	B
PA0204-C.g420	C
PA0204-C.g448	B
PA0204-C.g461	B
PA0204-C.g486	B
PA0204-C.g547	B
PA0204-C.g498	C
PA0204-C.g537	B
PA0204-C.g577	C
PA0204-C.g588	B
PA0204-C.g212	A
PA0204-C.g569	B
PA0204-C.g599	B
PA0204-C.g608	B
PA0204-C.g623	B
PA0204-C.g558	C
PA0204-C.g643	B
PA0204-C.g652	B
PA0204-C.g638	B
PA0204-C.g670	B
PA0204-C.g664	C
PA0204-C.g226	C
PA0204-C.g680	B
PA0204-C.g683	B
PA0204-C.g677	B
PA0204-C.g681	B
PA0204-C.g682	B
PA0204-C.g684	B
PA0204-C.g689	B
QE0415-C.g881	A
QE0415-C.g893	C
QE0415-C.g524	B
QE0415-C.g910	B
QE0415-C.g1	B
QE0415-C.g14	C
QE0415-C.g10	B
QE0415-C.g19	B
QE0415-C.g366	B
QE0415-C.g70	B
QE0415-C.g90	B
QE0417-C.g513	A
QE0417-C.g887	A
QE0417-C.g946	A
QE0417-C.g26	B
QE0417-C.g50	A
QE0417-C.g72	A
QE0417-C.g143	E
QE0417-C.g158	B
QE0417-C.g222	A
QE0417-C.g262	C
QE0417-C.g275	A
QE0417-C.g314	A
QE0417-C.g356	A
QE0417-C.g127	B
QE0417-C.g455	A
QE0417-C.g374	B
QE0417-C.g112	C
QE0417-C.g198	A
QE0417-C.g386	B
QE0417-C.g399	B
QE0417-C.g442	B
QE0417-C.g468	B
QE0417-C.g481	A
QE0417-C.g528	B
QE0417-C.g555	B
QE0417-C.g583	B
QE0417-C.g899	B
QE0417-C.g622	E
QE0417-C.g651	B
QE0417-C.g675	C
QE0417-C.g706	B
QE0417-C.g716	B
QE0417-C.g912	A
QE0417-C.g743	B
QE0417-C.g731	B
QE0417-C.g737	C
QE0417-C.g753	B
QE0417-C.g667	B
QE0417-C.g686	B
QE0417-C.g769	B
QE0417-C.g790	B
QE0417-C.g795	B
QE0417-C.g801	B
QE0417-C.g824	B
QE0417-C.g817	B
QE0417-C.g611	B
QE0417-C.g836	B
QE0417-C.g848	C
QE0417-C.g857	B
QE0417-C.g859	C
QE0417-C.g68	B
QE0417-C.g880	B
QE0417-C.g886	E
QE0417-C.g889	B
QE0417-C.g412	C
QE0417-C.g888	B
QE0417-C.g342	B
QE0417-C.g913	B
QE0417-C.g911	A
QE0417-C.g923	B
QE0417-C.g39	A
QE0417-C.g40	A
QE0417-C.g842	B
QE0417-C.g61	C
QE0417-C.g73	A
QE0417-C.g28	B
QE0417-C.g922	A
QE0417-C.g80	B
QE0417-C.g90	C
QE0417-C.g102	B
QE0417-C.g103	B
QE0417-C.g104	B
QE0417-C.g100	B
QE0417-C.g343	B
QE0417-C.g891	B
QE0417-C.g141	A
QE0418-C.g448	A
QE0418-C.g584	A
QE0418-C.g672	A
QE0418-C.g18	A
QE0418-C.g68	B
QE0418-C.g33	E
QE0418-C.g185	B
QE0418-C.g164	E
QE0418-C.g219	B
QE0418-C.g256	B
QE0418-C.g273	B
QE0418-C.g243	A
QE0418-C.g335	B
PF0298-C.g196	B
PF0298-C.g210	B
PF0298-C.g258	A
PF0298-C.g453	A
PF0298-C.g272	C
PF0298-C.g296	B
PF0298-C.g310	B
PF0298-C.g336	B
PF0298-C.g368	A
PF0298-C.g383	A
PF0298-C.g406	B
PF0298-C.g425	B
PF0298-C.g416	B
PF0298-C.g433	B
PF0298-C.g444	A
PF0298-C.g452	B
PF0298-C.g463	C
PF0298-C.g474	B
PF0298-C.g484	B
PF0298-C.g501	B
PF0298-C.g509	C
PF0298-C.g520	B
PF0298-C.g527	B
PF0298-C.g532	B
PF0298-C.g526	B
PF0298-C.g528	B
PF0298-C.g533	C
PF0298-C.g534	B
PF0298-C.g535	B
PF0298-C.g539	B
